,housing_median_age,median_income,median_house_value,log_total_rooms,rooms_per_household,room_per_bedroom,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,age_mid_old,age_new,age_very_old
1376,42.0,4.1189,172400.0,7.70796153183549,5.83989501312336,6.062670299727521,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1377,37.0,3.8824,113700.0,7.463363045520021,5.04927536231884,5.1386430678466075,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1378,28.0,3.6523,159700.0,8.368461137615839,5.551546391752577,5.228155339805825,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1379,37.0,3.625,156300.0,6.88653164253051,5.315217391304348,4.841584158415841,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1380,6.0,5.2015,204200.0,9.229358377811945,5.69647847959754,5.414984059511158,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1381,9.0,5.76,212600.0,8.138856750696325,6.305709023941068,5.873070325900515,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1382,19.0,5.0509,199900.0,8.446341450444287,6.362021857923497,6.301759133964818,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1383,19.0,5.4496,205400.0,8.03073492409854,6.233265720081136,6.073122529644269,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1384,16.0,5.1297,206700.0,8.272315147956022,5.788461538461538,5.511267605633803,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1385,10.0,4.3875,287700.0,7.9603236291488395,5.648915187376726,5.571984435797665,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1386,9.0,6.6579,245200.0,7.880048200971577,5.659528907922912,6.020501138952164,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1387,5.0,6.9961,294100.0,8.576216531865699,7.294360385144429,6.807445442875482,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1388,11.0,6.135,297300.0,8.382975849296429,6.622727272727273,6.437407952871871,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1389,14.0,5.6875,211000.0,8.590815331286851,6.170871559633028,6.177956371986223,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1390,33.0,4.675,225400.0,7.415175109613295,6.360153256704981,5.992779783393502,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1391,18.0,5.6931,269600.0,8.372629740224884,6.696594427244582,6.604580152671756,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1392,20.0,4.3571,228200.0,8.241966560231802,6.212765957446808,5.84,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1393,25.0,6.3699,235500.0,7.226209010100671,5.846808510638298,6.669902912621359,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1394,28.0,4.5401,166900.0,8.105005537547246,5.544388609715243,5.7665505226480835,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1395,12.0,4.0154,186100.0,8.84159284680318,4.710490463215259,4.219035997559487,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1396,20.0,3.7262,211800.0,7.441906728051625,5.0,4.830028328611898,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1397,34.0,5.0172,197100.0,7.4342573821331355,5.854671280276817,5.834482758620689,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1398,37.0,4.2917,189600.0,7.487173694213739,5.868421052631579,5.699680511182109,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1399,21.0,6.0859,266000.0,9.119977931895791,6.081890812250333,5.955019556714472,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1400,36.0,4.7386,186400.0,7.7025561132685825,5.981081081081081,5.733160621761658,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1401,39.0,4.5893,190000.0,7.696212639346407,5.711688311688311,5.667525773195877,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1402,24.0,5.0672,243000.0,8.062747901086354,5.919776119402985,5.79014598540146,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1403,33.0,4.8702,235600.0,6.950814768442584,7.047297297297297,6.643312101910828,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1404,37.0,5.0445,196200.0,7.1049654482698426,6.27319587628866,6.115577889447236,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1405,10.0,3.9816,182000.0,8.873047798971067,4.735235567352356,4.219988172678888,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1406,34.0,4.175,169400.0,7.25063551189868,5.234200743494424,5.0830324909747295,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1407,22.0,2.5459,179300.0,8.333991247194975,3.512236286919831,3.4857621440536013,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1408,19.0,2.5268,235700.0,8.295548516225763,4.48488241881299,4.12037037037037,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1409,36.0,3.5057,205100.0,7.878534196140362,5.544117647058823,5.407786885245901,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1410,30.0,2.892,220800.0,7.13966033596492,5.701357466063349,4.565217391304348,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1411,35.0,5.0761,233200.0,8.304989580140361,6.1072507552870094,5.867924528301887,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1412,44.0,4.725,232100.0,7.689828668736484,5.969945355191257,6.120448179271708,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1413,43.0,4.475,265700.0,7.282761179605593,5.635658914728682,6.213675213675214,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1414,32.0,6.0265,247900.0,7.200424892944957,6.4066985645933014,6.4066985645933014,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1415,29.0,6.1922,273200.0,8.83869681234353,6.7465753424657535,6.7465753424657535,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1416,16.0,3.2484,91100.0,8.032035314398824,4.339915373765868,4.1978171896316505,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1417,32.0,3.2,134500.0,7.316548177182976,5.632958801498128,5.39068100358423,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1418,36.0,4.125,136200.0,7.925157512224703,6.26984126984127,5.585858585858586,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1419,16.0,6.1359,250000.0,4.110873864173311,3.1578947368421053,6.0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1420,16.0,2.8043,87500.0,7.802209316247118,5.158227848101266,5.21321961620469,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1421,17.0,1.8229,137500.0,7.1853870155804165,4.903345724907063,4.174050632911392,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1422,36.0,3.7333,136400.0,7.814803429489359,6.300254452926208,5.245762711864407,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1423,16.0,2.3462,75000.0,6.990256500493881,4.676724137931035,5.0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1424,16.0,1.3894,156300.0,7.098375638590786,2.508298755186722,2.5345911949685536,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1425,10.0,2.3152,140600.0,6.882437470997847,3.4055944055944054,3.0822784810126582,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1426,25.0,5.7295,178300.0,8.182559264068665,6.032040472175379,6.156626506024097,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1427,27.0,4.5707,175900.0,8.079927770758275,5.489795918367347,5.7437722419928825,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1428,38.0,3.8897,139900.0,7.892078421248119,5.572916666666667,4.944547134935305,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1429,45.0,3.6042,138200.0,7.952615111651,5.31214953271028,5.012345679012346,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1430,28.0,4.6375,178200.0,7.994969522697877,6.281779661016949,5.562851782363977,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1431,35.0,4.9022,169300.0,8.04044688130311,5.482332155477032,5.778398510242086,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1432,37.0,4.45,161900.0,7.717796211013582,5.659949622166247,5.4014423076923075,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1433,37.0,4.59,166600.0,7.470793774195062,5.014285714285714,5.36697247706422,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1434,44.0,3.4531,148900.0,7.134890851565884,5.778801843317972,4.976190476190476,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1435,25.0,3.5179,165500.0,7.29776828253138,4.96969696969697,4.392857142857143,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1436,29.0,4.317,194000.0,7.601901959875166,5.408108108108108,5.3646112600536195,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1437,32.0,5.1118,226900.0,6.921658184151129,5.855491329479769,5.994082840236686,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1438,27.0,5.1021,202800.0,7.820840879907344,5.779582366589327,5.820093457943925,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1439,32.0,3.6449,211500.0,8.0106915391303,5.8828125,5.7153700189753325,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1440,40.0,2.8456,165500.0,7.494430215031565,4.869918699186992,4.4812967581047385,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1441,37.0,3.4187,161700.0,7.29641326877392,4.453172205438066,4.297376093294461,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1442,28.0,5.4607,192300.0,8.3030093814735,6.122913505311077,6.2948517940717625,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1443,31.0,5.0915,193200.0,7.616283561580385,5.9530791788856305,6.023738872403561,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1444,23.0,4.4536,184000.0,7.738052297689316,5.7468671679198,5.579075425790754,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1445,28.0,6.2135,217200.0,7.951559331155252,6.408577878103838,6.633177570093458,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1446,35.0,4.9219,182000.0,7.084226422097916,6.930232558139535,5.930348258706467,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1447,36.0,4.525,161300.0,6.003887067106539,4.590909090909091,5.246753246753247,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1448,34.0,4.0507,161000.0,7.136483208590247,4.984126984126984,4.704119850187266,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1449,28.0,3.7841,144900.0,7.550135342488429,5.413105413105413,4.738154613466334,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1450,18.0,6.1436,259500.0,7.9157131993821155,7.323529411764706,6.969465648854962,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1451,27.0,6.1168,210500.0,7.433666540166168,5.712837837837838,5.85121107266436,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1452,24.0,5.0092,244100.0,7.193685818395112,6.487804878048781,7.26775956284153,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1453,28.0,4.7891,184800.0,7.2682230211595655,4.578274760383387,4.941379310344828,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1454,28.0,5.2145,229200.0,7.516977224604321,6.807407407407408,6.732600732600733,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1455,7.0,3.6133,196100.0,8.137103389639302,5.056213017751479,4.618918918918919,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1456,22.0,3.65,204100.0,8.002359546252707,5.531481481481482,6.866666666666666,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1457,26.0,5.7512,240200.0,7.589841512182657,7.241758241758242,7.488636363636363,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1458,26.0,5.9617,231100.0,7.906547232368036,6.635696821515892,6.958974358974359,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1459,26.0,5.2442,213200.0,7.915348169263078,6.367441860465116,6.397196261682243,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1460,22.0,5.1333,207200.0,7.945909598613133,5.955696202531645,5.546168958742633,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1461,30.0,4.6071,184100.0,8.108021221376747,6.114180478821363,5.636672325976231,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1462,32.0,3.7,179000.0,8.121183242078828,4.961651917404129,5.051051051051051,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1463,28.0,4.5833,190700.0,8.311889558230359,6.292117465224111,5.709677419354839,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1464,13.0,3.0859,167800.0,8.076204527239026,4.497902097902098,4.203921568627451,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1465,8.0,5.431,246700.0,8.355614995760183,6.424471299093655,5.998589562764457,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1466,12.0,3.1573,126700.0,8.526945482858915,4.978303747534516,4.499108734402852,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1467,16.0,7.6166,260400.0,8.109224953089955,7.210412147505423,6.939457202505219,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1468,17.0,5.5872,200600.0,7.921898411023797,6.469483568075117,6.515366430260047,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1469,14.0,6.7371,267400.0,8.74687531957003,7.670731707317073,7.365339578454333,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1470,16.0,6.7821,265900.0,8.001355025826703,7.516372795969773,7.349753694581281,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1471,34.0,5.3794,206200.0,8.089482474360754,6.817991631799163,6.544176706827309,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1472,36.0,4.0,171000.0,7.759187438507795,5.6298076923076925,5.371559633027523,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1473,45.0,3.25,151100.0,7.3864708488298945,4.800595238095238,4.772189349112426,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1474,26.0,2.9861,160900.0,7.81237820598861,4.31064572425829,3.9456869009584663,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1475,20.0,2.9915,166700.0,8.286269452783065,4.3942414174972315,4.262083780880773,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1476,16.0,2.9097,106300.0,7.97728198675515,4.203463203463204,4.029045643153527,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1477,21.0,2.5841,112500.0,8.771215062375383,3.7146974063400577,3.504622077215878,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1478,39.0,3.1968,151000.0,7.188412736496954,5.068965517241379,5.4,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1479,20.0,2.2411,151800.0,7.042286171939743,3.835570469798658,3.3034682080924855,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1480,35.0,3.8456,159800.0,7.692113339595466,5.461346633416459,5.703125,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1481,28.0,3.6964,165700.0,7.0967213784947605,4.7896825396825395,4.7896825396825395,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1482,27.0,1.837,175000.0,7.858640655620791,4.152487961476726,3.5486968449931413,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1483,27.0,3.1838,182000.0,8.164510268747042,5.061959654178675,4.441213653603034,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1484,20.0,5.4482,190800.0,6.335054251498059,4.5772357723577235,5.261682242990654,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1485,8.0,6.0901,298200.0,8.260234291607297,7.5360623781676415,7.172541743970315,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1486,25.0,6.6727,305100.0,7.86940171257709,7.144808743169399,7.105978260869565,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1487,20.0,2.1083,162500.0,7.877397186353287,4.2041467304625195,3.8147612156295225,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1488,14.0,3.1719,220500.0,8.098034756176071,4.590782122905028,4.145018915510719,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1489,25.0,2.4519,208300.0,7.095064377287131,4.430147058823529,4.634615384615385,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1490,32.0,4.9485,202300.0,7.578656850594762,6.167192429022082,6.246006389776358,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1491,22.0,5.6642,237000.0,8.168202930236053,6.940944881889764,6.913725490196079,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1492,23.0,4.2569,213100.0,8.165363632473982,5.643659711075442,5.3192133131618755,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1493,23.0,6.7061,322300.0,8.227375506834035,7.4969939879759515,8.6,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1494,19.0,4.125,267100.0,8.068716192714781,5.373737373737374,5.215686274509804,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1495,26.0,6.0704,268000.0,7.3901814282264295,7.359090909090909,7.227678571428571,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1496,18.0,6.3809,273600.0,7.639161171659173,7.113013698630137,6.969798657718121,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1497,9.0,6.8145,339200.0,7.703007682479236,9.263598326359833,8.6484375,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1498,25.0,7.5898,330200.0,7.88344635413774,7.940119760479042,7.916417910447761,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1499,33.0,3.1406,163100.0,7.4109518755836366,5.039634146341464,4.949101796407185,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1500,24.0,5.6292,231400.0,8.653994232908383,6.454954954954955,6.565864833906071,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1501,22.0,4.6602,227800.0,7.652545692693921,5.767123287671233,5.946327683615819,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1502,29.0,4.7188,197100.0,6.7650389767805414,6.511278195488722,6.27536231884058,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1503,22.0,2.85,144600.0,8.551787836180736,4.743354720439964,4.266281945589448,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1504,21.0,5.5777,279300.0,8.620110725422924,7.51831750339213,7.140463917525773,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1505,21.0,6.0918,344800.0,8.45807992692373,7.661788617886179,7.551282051282051,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1506,5.0,4.0473,266500.0,8.360539381370861,4.851305334846765,3.7068516912402427,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1507,15.0,4.45,184900.0,8.962391701743002,5.047218628719276,4.867747972551466,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1508,14.0,4.7094,234700.0,9.450459027496354,5.2707296849087895,4.9698983580922595,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1509,26.0,7.4713,351200.0,8.532672762264625,7.982704402515723,7.9328125,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1510,23.0,6.5847,358800.0,8.107418811719974,8.442748091603054,8.132352941176471,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1511,21.0,7.6877,367700.0,9.219696466900208,8.279737489745694,7.9535066981875495,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1512,29.0,5.0362,275300.0,8.60135049942296,6.110112359550562,6.243398392652124,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1513,15.0,4.1612,232800.0,8.593042503699674,4.187111801242236,3.792545710267229,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1514,25.0,2.6998,216100.0,8.677609912822142,3.7767052767052767,3.483086053412463,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1515,21.0,3.1002,114300.0,8.514389264083503,3.4190672153635115,3.1352201257861636,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1516,45.0,5.0255,226000.0,7.3427791893318455,6.487394957983193,6.327868852459017,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1517,25.0,3.7433,252100.0,8.882114044208821,5.025122121423587,4.734385272846811,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1518,26.0,4.4312,225000.0,8.261784679514752,5.6608187134502925,5.2395128552097425,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1519,28.0,4.4561,250000.0,7.774015077250727,5.464367816091954,5.068230277185501,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1520,26.0,6.195,264900.0,7.458186157340487,6.324817518248175,6.539622641509434,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1521,28.0,5.0391,259800.0,7.4570320891223805,5.867796610169491,5.867796610169491,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1522,33.0,3.6833,292500.0,7.346655163176539,6.102362204724409,5.595667870036101,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1523,32.0,5.0499,306800.0,6.98100574072173,6.213872832369942,6.323529411764706,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1524,18.0,7.0895,306900.0,9.16711966952162,6.939130434782609,6.581443298969072,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1525,28.0,4.3864,266800.0,8.134760782418645,5.08955223880597,4.571045576407506,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1526,39.0,6.2924,283900.0,8.012680929706839,6.171779141104294,6.023952095808383,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1527,29.0,5.1097,288000.0,8.327000740241713,5.55510752688172,5.367532467532468,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1528,38.0,5.5636,268800.0,7.668561108015897,6.291176470588235,6.236151603498542,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1529,38.0,5.6558,263300.0,6.630683385642372,6.154471544715447,6.104838709677419,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1530,34.0,6.5378,340900.0,8.47261414801827,6.696078431372549,6.800853485064011,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1531,30.0,6.7192,397500.0,7.739359202689098,7.130434782608695,6.9787234042553195,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1532,24.0,2.9526,271000.0,8.325063693631197,4.725085910652921,4.044117647058823,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1533,32.0,4.6528,335700.0,7.892452043520352,5.657505285412262,5.528925619834711,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1534,37.0,4.2625,310600.0,7.425357887027151,5.925795053003534,6.234200743494424,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1535,33.0,7.5349,349100.0,7.793174347189205,7.002890173410405,7.524844720496894,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1536,32.0,4.8088,321200.0,8.411610428841172,5.285546415981199,5.218097447795824,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1537,20.0,5.6986,275800.0,8.60666819784384,5.677050882658359,5.236590038314176,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1538,29.0,7.5,356200.0,8.756210091886738,8.160668380462726,7.3997668997669,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1539,32.0,4.6424,312700.0,8.086717920303906,5.834829443447037,5.909090909090909,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1540,29.0,6.112,390600.0,8.014996894348302,6.692477876106195,6.3417190775681345,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1541,27.0,9.5862,469400.0,8.706159290928861,7.935611038107753,7.742307692307692,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1542,22.0,6.2726,258200.0,7.591357046698551,6.827586206896552,6.804123711340206,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1543,22.0,6.1265,260300.0,8.812843433517195,6.759557344064386,6.2911985018726595,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1544,23.0,6.2048,275000.0,7.84971375760487,7.304843304843305,7.389048991354467,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1545,8.0,3.375,350000.0,6.723832440821209,3.7098214285714284,3.5974025974025974,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1546,19.0,6.3325,250000.0,7.028201432058005,6.748502994011976,6.629411764705883,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1547,19.0,6.2631,266000.0,8.652073673610056,7.03690036900369,6.835125448028674,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1548,17.0,6.2781,269800.0,7.847762537473608,6.787798408488063,6.916216216216216,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1549,24.0,2.4821,157200.0,7.249925536717988,4.769491525423729,4.302752293577981,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1550,16.0,6.8806,343500.0,8.109826276018477,8.27363184079602,7.937947494033413,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1551,16.0,6.6204,296100.0,8.541300266759471,6.729303547963206,6.96734693877551,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1552,17.0,6.6131,312500.0,8.646289764750648,7.358344113842174,6.902912621359223,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1553,17.0,7.6473,345800.0,8.118207049405783,7.891764705882353,7.947867298578199,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1554,16.0,8.155,343700.0,7.823645930834952,7.282798833819242,7.569696969696969,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1555,18.0,5.5921,359100.0,7.973844375944687,7.803763440860215,7.501291989664082,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1556,12.0,8.3188,403400.0,8.77786371462117,8.481045751633987,8.339331619537274,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1557,17.0,7.9168,356000.0,8.09559870137819,8.606299212598426,7.844497607655502,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1558,8.0,7.8287,369200.0,9.335826992017598,7.290032154340836,6.841279420639711,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1559,16.0,6.7857,341300.0,8.262042843966942,7.730538922155689,8.00206611570248,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1560,4.0,6.3942,356700.0,9.592400371638025,5.681271810779372,5.1847133757961785,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1561,8.0,9.7037,425100.0,8.259975659768276,8.94675925925926,8.347732181425487,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1562,4.0,4.6932,356100.0,8.83579236650274,5.2601377199693955,4.777623349548297,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1563,5.0,10.3345,461400.0,7.721348612617949,8.74031007751938,8.382899628252789,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1564,8.0,12.5915,432400.0,6.115892125483034,10.511627906976743,8.862745098039216,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
